RespId       	HW CD 	Model Name                 	Context	 Temp	TPS	   Duration	 N1	 N2	 N3	Tot	        Date Time   	UPC	Model User Prompt	Eval Duration	Eval Tokens	PromptTokens	SysPmtCd	Model System Prompt    	Web Search Prompt          	Web Search URL         	Doc-File Name          	CPU_GPU                	RAM	OS       	Computer 	Server                               	Response File	
s14_t011.55  	bt04st	qwen2:1.5b                 	   8000	  0.7	166.42	   4.30	  0	  0	  0	  0	  2025-05-31 12:47	TXT	  209	Summarize the key topics...	  1.26	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.55.4.50531.1244_Response.txt
s14_t011.56  	bt04st	qwen2:1.5b                 	   8000	  0.7	140.68	   1.53	  0	  0	  0	  0	  2025-05-31 12:49	TXT	  204	Summarize the key topics...	  1.45	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.56.4.50531.1249_Response.txt
s14_t011.57  	bt04st	qwen2:1.5b                 	   8000	  0.7	166.22	   3.75	  0	  0	  0	  0	  2025-05-31 12:54	TXT	  245	Summarize the key topics...	  1.47	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.57.4.50531.1254_Response.txt
s14_t011.58  	bt04st	qwen2:1.5b                 	   8000	  0.7	165.54	   3.38	  0	  0	  0	  0	  2025-05-31 13:12	TXT	  165	Summarize the key topics...	  1.00	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.58.4.50531.1312_Response.txt
s14_t011.59  	bt04st	qwen2:1.5b                 	   8000	  0.7	154.88	   0.54	  0	  0	  0	  0	  2025-05-31 13:13	TXT	   69	Summarize the key topics...	  0.45	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.59.4.50531.1313_Response.txt
s14_t011.60  	bt04st	qwen2:1.5b                 	   8000	  0.7	155.48	   3.90	  0	  0	  0	  0	  2025-05-31 13:15	TXT	  593	Summarize the key topics...	  3.81	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.60.4.50531.1315_Response.txt
s14_t011.61  	bt04st	qwen2:1.5b                 	   8000	  0.7	163.79	   2.82	  0	  0	  0	  0	  2025-05-31 13:20	TXT	  107	Summarize the key topics...	  0.65	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.61.4.50531.1320_Response.txt
s14_t011.62  	bt04st	qwen2:1.5b                 	   8000	  0.7	164.28	   1.14	  0	  0	  0	  0	  2025-05-31 13:21	TXT	  173	Summarize the key topics...	  1.05	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.62.4.50531.1321_Response.txt
s14_t011.63  	bt04st	qwen2:1.5b                 	   8000	  0.7	173.39	   3.32	  0	  0	  0	  0	  2025-05-31 13:36	TXT	  141	Summarize the key topics...	  0.81	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.63.4.50531.1336_Response.txt
s14_t011.64  	bt04st	qwen2:1.5b                 	   8000	  0.7	170.87	   3.49	  0	  0	  0	  0	  2025-05-31 13:50	TXT	  117	Summarize the key topics...	  0.68	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.64.4.50531.1350_Response.txt
s14_t011.65  	bt04st	qwen2:1.5b                 	   8000	  0.7	145.11	   7.33	  0	  0	  0	  0	  2025-05-31 14:53	TXT	   33	Summarize the key topics...	  0.23	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.65.4.50531.1453_Response.txt
s14_t011.66  	bt04st	qwen2:1.5b                 	   8000	  0.7	132.82	   2.10	  0	  0	  0	  0	  2025-05-31 14:56	TXT	  266	Summarize the key topics...	  2.00	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.66.4.50531.1455_Response.txt
s14_t011.67  	bt04st	qwen2:1.5b                 	   8000	  0.7	103.47	   1.21	  0	  0	  0	  0	  2025-05-31 14:58	TXT	  116	Summarize the key topics...	  1.12	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.67.4.50531.1458_Response.txt
s14_t011.68  	bt04st	qwen2:1.5b                 	   8000	  0.7	160.69	   1.02	  0	  0	  0	  0	  2025-05-31 14:58	TXT	  150	Summarize the key topics...	  0.93	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.68.4.50531.1458_Response.txt
s14_t011.69  	bt04st	qwen2:1.5b                 	   8000	  0.7	172.16	   3.66	  0	  0	  0	  0	  2025-05-31 15:10	TXT	  166	Summarize the key topics...	  0.96	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.69.4.50531.1509_Response.txt
s14_t011.70  	bt04st	qwen2:1.5b                 	   8000	  0.7	126.30	   1.63	  0	  0	  0	  0	  2025-05-31 15:10	TXT	  198	Summarize the key topics...	  1.57	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.70.4.50531.1510_Response.txt
s14_t011.71  	bt04st	qwen2:1.5b                 	   8000	  0.7	145.97	   0.33	  0	  0	  0	  0	  2025-05-31 15:20	TXT	   37	Summarize the key topics...	  0.25	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.71.4.50531.1520_Response.txt
s14_t011.72  	bt04st	qwen2:1.5b                 	   8000	  0.7	131.03	   1.46	  0	  0	  0	  0	  2025-05-31 15:21	TXT	  180	Summarize the key topics...	  1.37	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.72.4.50531.1521_Response.txt
s14_t011.73  	bt04st	qwen2:1.5b                 	   8000	  0.7	163.39	   0.80	  0	  0	  0	  0	  2025-05-31 15:24	TXT	  119	Summarize the key topics...	  0.73	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.73.4.50531.1524_Response.txt
s14_t011.74  	bt04st	qwen2:1.5b                 	   8000	  0.7	 65.73	   0.65	  0	  0	  0	  0	  2025-05-31 15:24	TXT	   37	Summarize the key topics...	  0.56	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.74.4.50531.1524_Response.txt
s14_t011.75  	bt04st	qwen2:1.5b                 	   8000	  0.7	121.04	   1.12	  0	  0	  0	  0	  2025-05-31 15:24	TXT	  126	Summarize the key topics...	  1.04	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.75.4.50531.1524_Response.txt
s14_t011.76  	bt04st	qwen2:1.5b                 	   8000	  0.7	131.87	   1.43	  0	  0	  0	  0	  2025-05-31 15:27	TXT	  179	Summarize the key topics...	  1.36	  940	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4418 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.76.4.50531.1527_Response.txt
s14_t011.77  	bt04st	qwen2:0.5b                 	   8000	  0.7	237.70	   4.28	  0	  0	  0	  0	  2025-05-31 15:31	AA0	  445	all-usr: What is so spec...	  1.87	  773	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 3528 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.77.4.50531.1531_Response.txt
s14_t011.78  	bt04st	qwen2:1.5b                 	   8000	  0.7	159.93	   2.63	  0	  0	  0	  0	  2025-05-31 15:33	TXT	   80	Summarize the key topics...	  0.50	  776	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3528 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.78.4.50531.1533_Response.txt
s14_t011.79  	bt04st	qwen2:1.5b                 	   8000	  0.7	103.11	   1.00	  0	  0	  0	  0	  2025-05-31 15:34	TXT	   97	Summarize the key topics...	  0.94	  776	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 3528 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.79.4.50531.1534_Response.txt
s14_t011.80  	bt04st	qwen2:1.5b                 	   8000	  0.7	163.52	   1.29	  0	  0	  0	  0	  2025-05-31 15:36	TXT	  195	Summarize the key topics...	  1.19	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	${aPC_CODE}-${ aServer.replace( /^.+-/, '' ) }	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.80.4.50531.1536_Response.txt
s14_t011.81  	bt04st	qwen2:1.5b                 	   8000	  0.7	169.01	   3.21	  0	  0	  0	  0	  2025-05-31 15:48	TXT	  177	Summarize the key topics...	  1.05	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.81.4.50531.1548_Response.txt
s14_t011.82  	bt04st	qwen2:1.5b                 	   8000	  0.7	169.11	   1.51	  0	  0	  0	  0	  2025-05-31 15:50	TXT	  244	Summarize the key topics...	  1.44	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.82.4.50531.1550_Response.txt
s14_t011.83  	bt04st	qwen2:1.5b                 	   8000	  0.7	130.71	   1.61	  0	  0	  0	  0	  2025-05-31 15:50	TXT	  201	Summarize the key topics...	  1.54	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.83.4.50531.1550_Response.txt
s14_t011.84  	bt04st	qwen2:1.5b                 	   8000	  0.7	164.47	   3.06	  0	  0	  0	  0	  2025-05-31 15:54	TXT	  491	Summarize the key topics...	  2.99	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.84.4.50531.1554_Response.txt
s14_t011.85  	bt04st	qwen2:1.5b                 	   8000	  0.7	129.41	   1.50	  0	  0	  0	  0	  2025-05-31 15:54	TXT	  186	Summarize the key topics...	  1.44	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.85.4.50531.1554_Response.txt
s14_t011.86  	bt04st	qwen2:1.5b                 	   8000	  0.7	130.46	   1.82	  0	  0	  0	  0	  2025-05-31 15:56	TXT	  227	Summarize the key topics...	  1.74	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.86.4.50531.1556_Response.txt
s14_t011.87  	bt04st	qwen2:1.5b                 	   8000	  0.7	125.34	   1.33	  0	  0	  0	  0	  2025-05-31 15:58	TXT	  157	Summarize the key topics...	  1.25	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.87.4.50531.1558_Response.txt
s14_t011.88  	bt04st	qwen2:1.5b                 	   8000	  0.7	170.28	   4.75	  0	  0	  0	  0	  2025-05-31 16:08	TXT	  439	Summarize the key topics...	  2.58	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.88.4.50531.1608_Response.txt
s14_t011.89  	bt04st	qwen2:1.5b                 	   8000	  0.7	147.10	   0.31	  0	  0	  0	  0	  2025-05-31 16:11	TXT	   33	Summarize the key topics...	  0.22	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.89.4.50531.1611_Response.txt
s14_t011.90  	bt04st	qwen2:1.5b                 	   8000	  0.7	 79.17	   0.79	  0	  0	  0	  0	  2025-05-31 16:13	TXT	   58	Summarize the key topics...	  0.73	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.90.4.50531.1613_Response.txt
s14_t011.91  	bt04st	qwen2:1.5b                 	   8000	  0.7	121.99	   1.48	  0	  0	  0	  0	  2025-05-31 16:13	TXT	  171	Summarize the key topics...	  1.40	  917	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4230 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.91.4.50531.1613_Response.txt
s14_t011.92  	bt04st	qwen2:1.5b                 	   8000	  0.7	174.04	   3.15	  0	  0	  0	  0	  2025-05-31 16:14	TXT	  534	Summarize the key topics...	  3.07	  972	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4341 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.92.4.50531.1614_Response.txt
s14_t011.93  	bt04st	qwen2:1.5b                 	   8000	  0.7	170.92	   1.06	  0	  0	  0	  0	  2025-05-31 16:16	TXT	  168	Summarize the key topics...	  0.98	  972	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4341 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.93.4.50531.1616_Response.txt
s14_t011.94  	bt04st	qwen2:0.5b                 	   8000	  0.7	228.85	   2.94	  0	  0	  0	  0	  2025-05-31 16:23	AA0	  303	all-usr: What is so spec...	  1.32	 1096	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 5238 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.94.4.50531.1623_Response.txt
s14_t011.95  	bt04st	qwen2:0.5b                 	   8000	  0.7	269.91	   4.14	  0	  0	  0	  0	  2025-05-31 16:27	AA0	  571	all-usr: What is so spec...	  2.12	  932	GKN0-INPT	all-sys: Summarize the informati...	                           	s14_scoring-prompt.txt 	1 Source, 4261 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.95.4.50531.1627_Response.txt
s14_t011.96  	bt04st	qwen2:1.5b                 	   8000	  0.7	169.89	   2.91	  0	  0	  0	  0	  2025-05-31 16:30	TXT	  132	Summarize the key topics...	  0.78	  935	GKN0-TXTP	Summarize the information and pr...	                           	s14_scoring-prompt.txt 	1 Source, 4261 bytes   	Apple M4               	 16	Sequoia v	Apple Mac	bt04st-studio (xx.xxx.xxx.xxx)       	./docs/a14_grading-app/2025.05.May/a14_t011_qwen2;0.5b_1,1-test on rm228p/s14_t011.96.4.50531.1630_Response.txt
